gene33	gene18	gene23	gene8	gene13	gene24	gene6	gene19	gene99	gene41	gene31	gene0	gene44	gene66	gene30	gene73	gene93	gene25	gene78	gene45	gene70	gene61	gene62	gene36	gene40	gene69	gene81	gene39	gene50	gene90	gene60	gene72	gene59	gene56	gene58	gene7	gene38	gene97	gene1	gene64	gene16	gene89	gene20	gene53	gene27	gene4	gene84	gene83	gene80	gene42	gene21	gene57	gene98	gene46	gene49	gene63	gene2	gene71	gene14	gene74	gene52	gene86	gene95	gene15	gene34	gene5	gene92	gene94	gene11	gene77	gene28	gene75	gene82	gene35	gene96	gene22	gene67	gene26	gene12	gene65	gene76	gene54	gene87	gene32	gene9	gene79	gene85	gene91	gene51	gene37	gene17	gene43	gene68	gene29	gene3	gene47	gene10	gene48	gene88	gene55
20076	48460	22240	13652	49328	57320	63032	86532	22292	25436	39780	47748	88080	76120	53248	61480	40196	70820	30376	8588	61696	61988	89932	47576	76496	23876	25212	36408	69572	73568	28616	20072	30576	52432	68968	32904	37636	53132	82184	19560	59684	7476	51120	61256	32084	82060	59352	67996	43100	87516	61804	78616	48980	68444	46712	78188	57208	48164	66380	21988	50588	35544	39452	69508	13228	51160	48088	57776	35968	54764	56336	63524	72688	73764	35132	57156	34516	72492	26844	56632	53408	27076	62656	41056	35596	55344	43224	55280	66856	48312	41716	42856	30432	25900	22528	49132	35408	58440	46852	69752
62642	61750	46131	48105	50304	43825	53037	48623	49783	29054	61438	73211	47707	26960	73261	35378	59833	70431	48457	44688	47657	61503	49980	48409	38913	20969	48915	48314	33189	30278	50984	56768	52502	57148	22960	54702	34562	69646	45240	40108	26913	57477	56722	49034	77028	64812	58303	57748	70442	59377	42669	40757	40395	32981	60711	49123	53681	40920	47656	68572	67494	54733	59147	49062	50961	28236	66273	46867	32185	60324	44387	61924	41369	58240	41342	52061	29909	49348	66629	27563	60565	68326	41047	47305	64142	70100	68630	52125	69898	56092	69090	51217	64218	27448	38879	25395	48811	51373	65494	39790
19550	47500	21600	13700	48600	57650	64200	86000	22200	24900	40950	46750	88300	75500	53700	61900	40650	70750	31450	8500	60900	60500	89900	46000	76000	24650	25750	35400	69050	72600	28200	20100	29450	52200	67700	34150	38550	51550	82750	19650	58650	7600	50600	61900	32100	81750	59600	67200	44700	87600	62400	77800	47200	67350	46200	78550	57600	49300	65450	21750	50050	35100	38850	70250	12750	49600	46550	57000	37300	53550	54800	63300	73050	73800	35300	56800	34950	73000	27500	57700	53350	26150	61550	40250	36000	56450	44650	54800	67200	48050	42600	42300	31150	26750	22000	48600	36000	57700	48700	69400
38773	63258	44041	48814	37448	65809	68613	79274	41477	44614	50284	59927	79683	61673	70188	55431	50256	73095	26950	30384	52370	43907	53808	49898	53767	19320	48450	46320	51232	49686	51890	54037	65690	59561	49840	45688	42052	60637	61305	23819	36791	24444	64665	38601	61757	83035	70627	50424	56616	67273	50675	40985	53629	48009	66527	67665	31001	47135	52713	54006	68760	62185	37543	39995	44046	29286	48043	53963	35826	46031	41501	65718	59628	64301	30976	54763	23369	66124	36101	42940	52909	45829	60703	48672	60294	45801	72033	51929	45929	55286	55699	55290	61031	31120	37689	42796	25848	56209	50160	62604
50714	74049	57000	12044	76555	50937	26316	37328	68634	49797	32795	86440	35187	45003	78269	79053	67555	47080	30906	17861	46824	42189	44540	38582	40249	17667	21115	58750	29554	35382	61175	82235	27577	48531	61026	41815	53730	46652	57651	56544	33468	68017	22469	61956	60605	74016	17371	30196	30232	64921	16138	64827	74231	45750	23693	55495	48242	57920	61565	61008	76673	41646	79664	24939	32858	59633	46425	20032	38253	27380	12387	49960	35295	79735	49264	4983	52542	52522	61564	49759	55764	82412	44244	23093	55852	55325	80060	44044	84758	63329	75347	30584	29539	43185	65055	40976	86593	24252	33407	12945
43867	50491	34220	26640	46340	50028	59670	78255	27543	21191	40320	58798	61399	46969	63320	56207	39492	62303	37958	35997	39529	61072	63459	39512	69797	26750	20119	25044	51300	51819	61376	33338	54570	51709	35384	42525	54278	64945	43290	36288	43596	27499	67976	68860	44960	83144	49268	74225	37980	46349	53061	69281	34325	62475	60098	63792	56247	46282	54709	29488	60157	54080	52680	50536	22456	35513	44976	54625	54614	51303	57447	57431	50857	56835	35619	48004	29384	63658	57918	55707	67390	45453	62869	45234	39554	57368	64469	67536	63957	50229	50032	60462	52073	16964	25269	36352	33567	70952	50674	53791
64589	75586	56041	67600	38672	61690	60292	57006	59248	52737	71105	77970	68035	40951	79912	34910	71179	81032	35824	39941	60130	50803	41771	56674	27388	12390	71902	68084	37712	26875	50394	71408	67086	65989	33935	56551	21500	78107	65776	24585	19679	52871	61120	25563	91517	68715	84866	44026	80302	77971	43305	23002	57805	23444	69534	55393	29711	34341	47884	90566	75595	65038	48809	40107	77100	18459	72345	48196	19109	58537	38631	71365	56284	63016	29471	67509	21176	53769	44223	17745	55593	72260	44059	56646	84957	57101	74360	40447	47506	70002	71130	52920	70770	31099	45184	37050	35894	42641	61553	52366
47600	88900	66400	82000	22800	86000	74300	85900	63700	81800	65000	72500	87000	62400	86800	50500	73100	90300	16600	34900	63000	31200	21900	57600	34700	7000	76800	75100	45800	34500	73600	86200	96400	75600	47500	61400	29000	77800	70400	15500	12100	36400	71000	6200	92300	95500	99900	30400	73300	75400	39500	6300	82500	28100	83600	66700	2400	41900	43100	99400	94000	82700	27100	12300	87000	9100	63000	48400	25100	38800	26400	87500	64100	74400	13400	66600	13400	75100	17200	21000	51700	68500	59600	60400	94300	35900	93000	35800	21400	75800	67500	73500	91000	34100	53100	51000	9600	49400	49200	62900
49562	58652	44251	55105	42053	54865	70275	68682	43876	30197	48052	65965	65089	49368	73585	54810	38418	60298	34813	45983	37710	42848	52781	51922	52083	30249	44691	31936	41766	48113	54364	57385	72886	54372	36701	43064	59946	53105	32672	34160	43100	32232	73942	47708	64456	74916	54558	53236	55221	42771	49975	39000	37102	47639	70258	61963	33953	51737	51370	40635	63826	70629	47639	39278	33477	34464	38816	59900	46315	50846	41415	46721	44320	47018	48329	40713	24725	53178	64798	51590	54126	41872	64046	44474	54885	45456	81349	67852	52260	42493	60752	49964	62660	36449	41260	31098	35180	62256	53005	60658
20865	49900	23200	13580	50420	56825	61280	87330	22430	26240	38025	49245	87750	77050	52570	60850	39515	70925	28765	8720	62890	64220	89980	49940	77240	22715	24405	37920	70355	75020	29240	20030	32265	52780	70870	31035	36265	55505	81335	19425	61235	7290	51900	60290	32060	82525	58980	69190	40700	87390	60910	79840	51650	70085	47480	77645	56620	46460	67775	22345	51395	36210	40355	68395	13945	53500	50395	58940	33970	56585	58640	63860	72145	73710	34880	57690	33865	71730	25860	55030	53495	28465	64315	42265	34990	53685	41085	56000	66340	48705	40390	43690	29355	24625	23320	49930	34520	59550	44080	70280
51412	70413	54600	14670	76650	52377	30283	27694	67757	52425	33045	87294	37053	42415	78138	70233	67891	45353	37173	23351	51327	43514	43040	38471	37310	20358	23908	57588	27411	38045	61049	77116	28374	53416	49232	46634	40857	57564	53865	52467	38499	71779	26835	61680	62747	66232	23781	31411	37017	71547	20033	58275	67655	38502	21950	58516	52311	55209	56272	65286	75812	44334	80193	34854	34877	53470	52356	21641	29856	36683	15246	42478	38751	76329	41727	12107	45815	42317	62067	50474	53845	83044	34825	23654	57141	55843	73312	42162	86286	66035	77581	25678	33318	35757	62735	37091	83529	21781	43717	14184
